source	target	score	evalue
ADC54957.1	AQU71805.1	43.9	1e-06
ADC54957.1	AAS98031.1	43.5	1e-06
ADC54957.1	ADC54929.1	42.7	2e-06
ADC54957.1	BAQ00622.1	36.2	3e-04
ADC54957.1	AQU71752.1	33.1	0.003
ACD37046.1	ACD37037.1	824	0.0
ACD37046.1	BAQ02088.1	87.4	2e-20
ACD37046.1	WP_003022294	50.4	1e-08
ACD37046.1	ACD37111.1	39.7	3e-05
ACD36996.1	ACD36984.1	795	0.0
BAQ01860.1	BAL03056.1	669	0.0
BAQ01860.1	AAL27339.1	667	0.0
BAQ01860.1	AQU71805.1	48.5	3e-08
BAQ01860.1	AAT85653.1	45.4	3e-07
BAQ01860.1	WP_046788607.1	43.9	1e-06
BAQ01860.1	ACA24840.1	43.9	1e-06
BAQ01860.1	WP_000456161.1	43.1	2e-06
BAQ01860.1	ACH97152.1	37.7	1e-04
BAQ01860.1	AQU71788.1	37.0	2e-04
BAQ01860.1	WP_024244058.1	36.2	3e-04
BAQ01860.1	ACA24811.1	35.8	4e-04
BAQ01860.1	ACA24792.1	34.3	0.001
BAQ01860.1	BAQ01012.1	33.1	0.003
AAT28922.1	AAR24270.1	285	2e-95
AAT28922.1	AAD44158.1	31.6	0.010
ADN43894.1	ACA24811.1	224	1e-72
ADN43894.1	ADQ37322.1	161	3e-48
ADN43894.1	ACD37105.1	55.8	2e-10
ADN43894.1	ACA24840.1	44.7	6e-07
ADN43894.1	AQU71788.1	43.5	1e-06
ADN43894.1	AAM27879	42.4	4e-06
ADN43894.1	WP_024244058.1	41.6	6e-06
ADN43894.1	ACH97152.1	38.9	5e-05
ADN43894.1	BAQ01012.1	38.5	5e-05
ADN43894.1	AAS98031.1	35.0	8e-04
ADN43894.1	BAQ00622.1	31.6	0.009
AAY28249.1	BAQ01494.1	33.5	0.003
AAY28249.1	AFS33314.1	32.0	0.008
BAQ01917.1	CAN87666.1	73.9	2e-16
BAQ01917.1	ACD36984.1	35.4	6e-04
BAQ01935.1	BAQ00945	370	3e-127
BAQ01935.1	BAQ02105	370	3e-127
BAQ01935.1	BAQ02177.1	370	3e-127
BAQ01935.1	BAQ01155.1	43.1	3e-06
AAY28257.1	AAM27782	96.7	1e-23
AAY28257.1	AAM27766	56.6	2e-10
AAY28257.1	AAM27645	56.2	2e-10
AAY28257.1	AAM27615	45.4	6e-07
AAY28257.1	BAQ02259.1	35.0	8e-04
AAY28257.1	ACD37181.1	32.0	0.010
AFN02899.1	BAQ00569.1	77.0	4e-17
BAQ02048.1	AAM27546	76.6	7e-17
BAQ02048.1	ACH97143.1	45.1	8e-07
BAQ02048.1	ABE98413.1	44.7	1e-06
BAQ02048.1	WP_000905563.1	31.6	0.012
BAQ02088.1	ACA24754.1	88.2	5e-21
BAQ02088.1	ACD37037.1	73.6	5e-16
BAQ02088.1	WP_003022294	35.8	5e-04
EHX11459.1	AAX07747.1	416	2e-149
EHX11459.1	AFC91419.1	416	2e-149
EHX11459.1	AFC91458.1	414	1e-148
AFC91458.1	AFC91419.1	760	0.0
AFC91458.1	AAX07747.1	759	0.0
AFC91458.1	WP_097449287	32.7	0.005
AFC91419.1	AAX07747.1	761	0.0
AFC91419.1	WP_097449287	30.8	0.017
AAX07747.1	WP_097449287	30.8	0.016
WP_000482333	BAG11898.1	631	0.0
ADC54929.1	AAS98031.1	49.7	1e-08
ADC54929.1	BAQ01012.1	44.7	5e-07
ADC54929.1	AQU71752.1	44.3	8e-07
ADC54929.1	AQU71788.1	43.5	1e-06
ADC54929.1	BAQ00622.1	39.7	2e-05
ADC54929.1	AQU71805.1	37.0	2e-04
ADC54929.1	ADQ37322.1	35.8	4e-04
ADC54929.1	AQU71739.1	31.2	0.010
ADC54929.1	AQU71717.1	31.2	0.011
ACH97152.1	AAL27339.1	36.2	3e-04
ACH97152.1	BAL03056.1	36.2	3e-04
ACH97152.1	WP_046788607.1	35.0	7e-04
ACH97152.1	AAT85653.1	35.0	9e-04
ACH97152.1	WP_000456161.1	33.9	0.002
ACH97152.1	AQU71805.1	30.4	0.022
AAT85653.1	ACA24840.1	72.4	9e-16
AAT85653.1	WP_046788607.1	67.0	4e-14
AAT85653.1	WP_000456161.1	65.1	2e-13
AAT85653.1	BAL03056.1	50.1	1e-08
AAT85653.1	AAL27339.1	49.7	2e-08
AAT85653.1	AQU71788.1	48.9	3e-08
AAT85653.1	AQU71752.1	44.7	8e-07
AAT85653.1	ABK27321.1	40.4	2e-05
AAT85653.1	ABK27355.1	38.1	1e-04
AAT85653.1	ABK27354.1	38.1	1e-04
AAT85653.1	ABK27351.1	38.1	1e-04
AAT85653.1	ABK27350.1	37.7	1e-04
AAT85653.1	BAI31288.1	37.7	1e-04
AAT85653.1	ABK27352.1	37.0	2e-04
AAT85653.1	BAQ00622.1	35.0	9e-04
AAT85653.1	AAM27879	34.3	0.001
AAT85653.1	BAQ01012.1	34.3	0.001
AAT85653.1	AQU71805.1	33.9	0.002
AAT85653.1	ACA24792.1	33.1	0.004
CAD19991.1	WP_000864940	884	0.0
CAD19991.1	ADT75640.1	880	0.0
CAD19991.1	ABE98413.1	66.2	1e-13
CAD19991.1	ACH97143.1	66.2	2e-13
WP_000864940	ADT75640.1	879	0.0
WP_000864940	ABE98413.1	66.2	1e-13
WP_000864940	ACH97143.1	66.2	1e-13
ADT75640.1	ABE98413.1	65.5	2e-13
ADT75640.1	ACH97143.1	65.5	3e-13
AAD44158.1	BAH24292.1	738	0.0
AAD44158.1	BAQ02224.1	70.9	3e-15
AAD44158.1	AFC91570.1	68.9	1e-14
AAD44158.1	AAO39700.1	68.9	1e-14
AAD44158.1	AFC91514.1	68.9	1e-14
AAD44158.1	AFC91472.1	68.9	1e-14
AAD44158.1	AAR97964.1	68.2	2e-14
AAD44158.1	AJR19430.1	62.4	1e-12
BAH24292.1	BAQ02224.1	70.5	4e-15
BAH24292.1	AFC91570.1	70.5	4e-15
BAH24292.1	AAO39700.1	70.5	4e-15
BAH24292.1	AFC91514.1	70.5	4e-15
BAH24292.1	AFC91472.1	69.7	6e-15
BAH24292.1	AAR97964.1	69.3	9e-15
BAH24292.1	AJR19430.1	61.6	2e-12
BAQ00622.1	AQU71752.1	560	0.0
BAQ00622.1	AQU71805.1	214	8e-69
BAQ00622.1	AAS98031.1	59.3	1e-11
BAQ00622.1	ABK27321.1	38.9	4e-05
BAQ00622.1	ABK27352.1	38.9	4e-05
BAQ00622.1	ABK27355.1	38.1	8e-05
BAQ00622.1	ABK27350.1	38.1	8e-05
BAQ00622.1	BAI31288.1	38.1	8e-05
BAQ00622.1	ABK27351.1	38.1	9e-05
BAQ00622.1	ABK27354.1	37.4	1e-04
BAQ00622.1	AQU71717.1	34.3	0.001
BAQ00622.1	AQU71739.1	33.1	0.003
BAQ00622.1	ACA24840.1	31.2	0.011
BAQ00622.1	ACD37105.1	31.2	0.011
BAQ01494.1	AFS33314.1	739	0.0
BAQ01494.1	ACD37006.1	61.6	2e-12
AFS33314.1	ACD37006.1	61.6	2e-12
ACH97143.1	ABE98413.1	855	0.0
ACH97143.1	AAM27546	33.5	0.003
ABE98413.1	AAM27546	33.5	0.004
ABE98419.1	ADN43845.1	666	0.0
CAS09721.1	AAR90892.1	761	0.0
ACD37181.1	BAQ02259.1	712	0.0
ABA42232.1	WP_000220864.1	746	0.0
ABA42232.1	BAQ00687.1	34.3	0.001
ABA42232.1	ACD37126.1	32.7	0.005
ABA42232.1	WP_003022294	31.6	0.010
ADQ37322.1	ACA24811.1	165	9e-50
ADQ37322.1	ACD37105.1	52.8	2e-09
ADQ37322.1	AQU71788.1	48.9	3e-08
ADQ37322.1	ACA24840.1	43.5	1e-06
ADQ37322.1	AQU71805.1	42.4	4e-06
ADQ37322.1	WP_024244058.1	41.6	5e-06
ADQ37322.1	WP_000456161.1	33.5	0.003
ADQ37322.1	WP_046788607.1	33.1	0.003
ADQ37322.1	BAL03056.1	32.3	0.005
ADQ37322.1	AQU71717.1	31.6	0.008
ADQ37322.1	AQU71739.1	31.6	0.009
ADQ37322.1	AAL27339.1	31.2	0.014
ADQ37322.1	AQU71752.1	30.4	0.021
BAQ01999.1	ACD37078.1	116	1e-30
AAN60459.1	ACD37105.1	31.2	0.013
EKI39969.1	BAK68980.1	770	0.0
EKI39969.1	EKI95922.1	765	0.0
EKI39969.1	AAC32340.1	763	0.0
EKI39969.1	BAK69033.1	763	0.0
EKI39969.1	EKK44895.1	762	0.0
EKI39969.1	BAK69191.1	761	0.0
EKI39969.1	BAQ01687.1	30.8	0.019
BAK68980.1	EKI95922.1	780	0.0
BAK68980.1	BAK69033.1	778	0.0
BAK68980.1	AAC32340.1	778	0.0
BAK68980.1	BAK69191.1	776	0.0
BAK68980.1	EKK44895.1	763	0.0
BAK68980.1	BAQ01687.1	30.8	0.020
EKK44895.1	BAK69191.1	771	0.0
EKK44895.1	BAK69033.1	770	0.0
EKK44895.1	EKI95922.1	769	0.0
EKK44895.1	AAC32340.1	766	0.0
EKK44895.1	BAQ01687.1	30.4	0.026
BAK69191.1	BAK69033.1	784	0.0
BAK69191.1	EKI95922.1	782	0.0
BAK69191.1	AAC32340.1	780	0.0
BAK69191.1	BAQ01687.1	30.4	0.027
BAK69033.1	EKI95922.1	784	0.0
BAK69033.1	AAC32340.1	781	0.0
BAK69033.1	BAQ01687.1	30.4	0.026
AAC32340.1	EKI95922.1	782	0.0
EKI95922.1	BAQ01687.1	30.4	0.026
ABK27355.1	ABK27350.1	747	0.0
ABK27355.1	ABK27351.1	746	0.0
ABK27355.1	BAI31288.1	745	0.0
ABK27355.1	ABK27354.1	742	0.0
ABK27355.1	ABK27352.1	740	0.0
ABK27355.1	ABK27321.1	735	0.0
ABK27355.1	AQU71752.1	45.8	3e-07
ABK27355.1	ACA24840.1	36.2	4e-04
ABK27355.1	WP_046788607.1	35.8	4e-04
ABK27355.1	WP_000456161.1	35.8	5e-04
ABK27355.1	ACD37105.1	34.7	0.001
ABK27355.1	WP_024244058.1	34.3	0.001
ABK27355.1	AAM27879	30.4	0.021
ABK27354.1	ABK27350.1	751	0.0
ABK27354.1	ABK27351.1	750	0.0
ABK27354.1	BAI31288.1	749	0.0
ABK27354.1	ABK27352.1	744	0.0
ABK27354.1	ABK27321.1	739	0.0
ABK27354.1	AQU71752.1	45.8	3e-07
ABK27354.1	ACA24840.1	39.7	3e-05
ABK27354.1	WP_046788607.1	38.9	4e-05
ABK27354.1	WP_000456161.1	38.9	5e-05
ABK27354.1	AAM27879	34.7	0.001
ABK27354.1	ACD37105.1	33.9	0.002
ABK27354.1	WP_024244058.1	32.0	0.007
ABK27351.1	ABK27350.1	756	0.0
ABK27351.1	BAI31288.1	754	0.0
ABK27351.1	ABK27352.1	748	0.0
ABK27351.1	ABK27321.1	743	0.0
ABK27351.1	AQU71752.1	46.2	2e-07
ABK27351.1	ACA24840.1	40.0	2e-05
ABK27351.1	WP_046788607.1	39.3	3e-05
ABK27351.1	WP_000456161.1	39.3	4e-05
ABK27351.1	ACD37105.1	34.3	0.001
ABK27351.1	AAM27879	34.3	0.002
ABK27351.1	WP_024244058.1	32.3	0.005
BAI31288.1	ABK27350.1	755	0.0
BAI31288.1	ABK27352.1	748	0.0
BAI31288.1	ABK27321.1	743	0.0
BAI31288.1	AQU71752.1	46.2	2e-07
BAI31288.1	ACA24840.1	40.0	2e-05
BAI31288.1	WP_046788607.1	39.3	3e-05
BAI31288.1	WP_000456161.1	39.3	4e-05
BAI31288.1	ACD37105.1	34.3	0.001
BAI31288.1	AAM27879	34.3	0.002
BAI31288.1	WP_024244058.1	32.3	0.006
ABK27350.1	ABK27352.1	749	0.0
ABK27350.1	ABK27321.1	744	0.0
ABK27350.1	AQU71752.1	46.2	2e-07
ABK27350.1	ACA24840.1	40.0	2e-05
ABK27350.1	WP_046788607.1	39.3	4e-05
ABK27350.1	WP_000456161.1	39.3	4e-05
ABK27350.1	ACD37105.1	34.3	0.001
ABK27350.1	AAM27879	34.3	0.002
ABK27350.1	WP_024244058.1	32.3	0.006
ABK27321.1	ABK27352.1	751	0.0
ABK27321.1	AQU71752.1	47.4	9e-08
ABK27321.1	ACA24840.1	42.4	4e-06
ABK27321.1	WP_046788607.1	39.7	3e-05
ABK27321.1	WP_000456161.1	39.3	4e-05
ABK27321.1	AAM27879	35.0	7e-04
ABK27321.1	WP_024244058.1	33.1	0.003
ABK27321.1	ACD37105.1	33.1	0.003
ABK27352.1	AQU71752.1	47.4	9e-08
ABK27352.1	ACA24840.1	42.7	3e-06
ABK27352.1	WP_046788607.1	39.7	3e-05
ABK27352.1	WP_000456161.1	39.7	3e-05
ABK27352.1	AAM27879	34.3	0.001
ABK27352.1	WP_024244058.1	33.5	0.003
ABK27352.1	ACD37105.1	33.1	0.003
AFC91472.1	AFC91570.1	786	0.0
AFC91472.1	AAO39700.1	786	0.0
AFC91472.1	AFC91514.1	786	0.0
AFC91472.1	AAR97964.1	785	0.0
AFC91472.1	BAQ02224.1	75.1	1e-16
AFC91472.1	AJR19430.1	73.9	2e-16
AFC91514.1	AFC91570.1	788	0.0
AFC91514.1	AAO39700.1	788	0.0
AFC91514.1	AAR97964.1	788	0.0
AFC91514.1	BAQ02224.1	75.1	1e-16
AFC91514.1	AJR19430.1	74.3	1e-16
AAO39700.1	AFC91570.1	788	0.0
AAO39700.1	AAR97964.1	788	0.0
AAO39700.1	BAQ02224.1	75.1	1e-16
AAO39700.1	AJR19430.1	74.3	1e-16
AHG15281.1	AAX58762.1	766	0.0
AHG15281.1	AFD18613	766	0.0
AFC91570.1	AAR97964.1	788	0.0
AFC91570.1	BAQ02224.1	75.1	1e-16
AFC91570.1	AJR19430.1	74.3	1e-16
AFD18613	AAX58762.1	767	0.0
BAQ01012.1	AAL27339.1	33.1	0.003
BAQ01012.1	BAL03056.1	32.7	0.003
BAQ01012.1	WP_000456161.1	31.2	0.010
BAQ01012.1	WP_046788607.1	31.2	0.010
BAQ00687.1	WP_000220864.1	36.2	3e-04
BAQ00687.1	AAL27351.1	34.3	0.001
BAQ01687.1	AIG62747.1	32.0	0.007
BAQ02177.1	BAQ00945	877	0.0
BAQ02177.1	BAQ02105	877	0.0
WP_074526664.1	ABD19779.1	751	0.0
AJR19430.1	BAQ02224.1	634	0.0
AJR19430.1	AAR97964.1	72.4	4e-16
AJR19430.1	AAR24270.1	37.4	1e-04
WP_024244058.1	WP_046788607.1	35.8	4e-04
WP_024244058.1	WP_000456161.1	35.4	5e-04
WP_024244058.1	ACA24811.1	34.3	0.001
WP_024244058.1	ACD37105.1	33.9	0.002
WP_024244058.1	AQU71752.1	31.6	0.010
WP_046788607.1	WP_000456161.1	733	0.0
WP_046788607.1	ACA24840.1	64.3	3e-13
WP_046788607.1	AQU71805.1	45.8	3e-07
WP_046788607.1	AQU71788.1	45.1	5e-07
WP_046788607.1	AAL27339.1	44.3	9e-07
WP_046788607.1	BAL03056.1	43.9	1e-06
WP_046788607.1	AAM27879	42.0	5e-06
WP_046788607.1	ACA24792.1	40.0	2e-05
WP_046788607.1	AQU71752.1	36.2	3e-04
WP_046788607.1	ACA24811.1	34.3	0.001
WP_000456161.1	ACA24840.1	63.5	6e-13
WP_000456161.1	AQU71805.1	47.4	9e-08
WP_000456161.1	AQU71788.1	45.4	4e-07
WP_000456161.1	AAL27339.1	44.3	1e-06
WP_000456161.1	BAL03056.1	43.9	1e-06
WP_000456161.1	AAM27879	43.1	2e-06
WP_000456161.1	ACA24792.1	39.7	3e-05
WP_000456161.1	AQU71752.1	36.2	3e-04
WP_000456161.1	ACA24811.1	33.9	0.002
AQU71717.1	AQU71739.1	665	0.0
AQU71717.1	AQU71752.1	42.0	4e-06
AQU71717.1	AQU71805.1	39.7	3e-05
AQU71717.1	AAS98031.1	30.8	0.013
AQU71739.1	AQU71752.1	42.7	2e-06
AQU71739.1	AQU71805.1	38.5	5e-05
AQU71739.1	AAS98031.1	31.2	0.012
AQU71752.1	AQU71805.1	204	4e-65
AQU71752.1	AAS98031.1	58.2	2e-11
AQU71752.1	ACA24840.1	35.0	7e-04
AQU71752.1	ACD37105.1	32.7	0.003
AQU71752.1	AQU71788.1	30.8	0.016
AQU71805.1	AAS98031.1	65.1	1e-13
AQU71805.1	BAL03056.1	47.8	6e-08
AQU71805.1	AAL27339.1	45.4	3e-07
AQU71805.1	ACD37105.1	38.1	8e-05
AQU71788.1	ACA24840.1	70.1	4e-15
AQU71788.1	AAM27879	37.0	2e-04
AQU71788.1	AAS98031.1	33.9	0.002
BAQ02224.1	AAR97964.1	73.2	6e-16
BAQ02224.1	AAR24270.1	40.4	2e-05
BAL03056.1	AAL27339.1	677	0.0
BAL03056.1	ACA24840.1	45.1	5e-07
BAL03056.1	ACA24811.1	33.9	0.001
BAL03056.1	ACA24792.1	32.7	0.004
BAQ02105	BAQ00945	877	0.0
AAL27339.1	ACA24840.1	43.9	1e-06
AAL27339.1	ACA24811.1	37.4	1e-04
AAL27339.1	ACA24792.1	32.7	0.004
AAL27351.1	AAM27711	33.5	0.003
AAL27351.1	AAM27560	33.5	0.003
AAV41072.1	ACA24792.1	37.4	1e-04
AAV41072.1	ACD37105.1	30.4	0.019
ABI55342.1	ACA24776.1	33.5	0.003
ACA24754.1	WP_003022294	32.7	0.004
ACA24792.1	ACA24811.1	37.0	2e-04
ACA24811.1	ACD37105.1	48.5	3e-08
ACA24811.1	ACA24840.1	37.0	2e-04
ACA24811.1	AAM27879	33.9	0.002
ACA24840.1	AAM27879	68.9	1e-14
ACD37037.1	WP_003022294	48.5	6e-08
ACD37037.1	ACD37111.1	39.7	3e-05
ACD37126.1	WP_000220864.1	31.6	0.011
AAD45264.1	AAM27574	793	0.0
AAD45264.1	ABW73555.1	32.3	0.007
AAA97573.1	AAM27748	866	0.0
AAA97573.1	AAM27693	866	0.0
AAA97573.1	AAM27801	866	0.0
AAA97573.1	AAM27728	866	0.0
AAA97573.1	AAC45857.1	860	0.0
AAA97573.1	AAM27662	854	0.0
AAC45857.1	AAM27748	862	0.0
AAC45857.1	AAM27693	862	0.0
AAC45857.1	AAM27801	862	0.0
AAC45857.1	AAM27728	862	0.0
AAC45857.1	AAM27662	852	0.0
ABW73555.1	AAM27574	30.4	0.029
AAM27728	AAM27748	867	0.0
AAM27728	AAM27693	867	0.0
AAM27728	AAM27801	867	0.0
AAM27728	AAM27662	856	0.0
AAM27766	AAM27645	801	0.0
AAM27766	AAM27615	85.5	5e-20
AAM27766	AAM27782	45.8	4e-07
AAM27782	AAM27615	48.9	3e-08
AAM27782	AAM27645	47.0	2e-07
AAM27801	AAM27748	867	0.0
AAM27801	AAM27693	867	0.0
AAM27801	AAM27662	856	0.0
AAM27560	AAM27711	878	0.0
AAM27615	AAM27645	96.3	9e-24
AAM27662	AAM27748	856	0.0
AAM27662	AAM27693	856	0.0
AAM27693	AAM27748	867	0.0
